cd_sinistro,placa,dt_sinistro,local_sinistro,condutor
4060,"LDJ7789   ",2023-04-06 00:00:00.000,2701704,GUILHERME
4061,"HYG1587   ",2023-10-27 00:00:00.000,4215554,VITÓRIA
4062,"TRZ0142   ",2024-06-09 00:00:00.000,4106456,VITÓRIA
4063,"IFE1025   ",2025-11-11 00:00:00.000,1708304,ANA
4064,"XYQ3313   ",2023-10-14 00:00:00.000,2205854,HEITOR
4065,"PRA6632   ",2023-08-04 00:00:00.000,2402907,GIOVANNA
4066,"GZH2726   ",2024-08-24 00:00:00.000,2410504,VITOR
4067,"UXP7481   ",2024-11-14 00:00:00.000,2508703,CAROLINA
4068,"KRE3959   ",2023-06-14 00:00:00.000,3165560,ELOAH
4069,"MCG4610   ",2025-06-20 00:00:00.000,4314498,SOFIA
4070,"VPL8442   ",2025-08-23 00:00:00.000,2605509,SAMUEL
4071,"ETI3427   ",2023-03-25 00:00:00.000,2312502,THALES
4072,"FNI8440   ",2026-07-04 00:00:00.000,5001508,FERNANDA
4073,"QWV7145   ",2026-08-09 00:00:00.000,2400406,ENRICO
4074,"QLH9201   ",2023-05-04 00:00:00.000,3141504,DANILO
4075,"VWJ9867   ",2024-08-07 00:00:00.000,2607109,NINA
4076,"QVT2761   ",2025-01-10 00:00:00.000,3122504,VITOR
4077,"YZY0406   ",2026-09-29 00:00:00.000,5000708,NINA
4078,"MPP0583   ",2024-06-04 00:00:00.000,4125902,MARIANA
4079,"RLT7546   ",2025-07-10 00:00:00.000,4306908,LUIZ
4080,"TGI7354   ",2023-04-29 00:00:00.000,3528205,DAVI
4081,"KLA9518   ",2026-12-18 00:00:00.000,2301901,ENZO
4082,"WRS4534   ",2025-03-16 00:00:00.000,4211900,AUGUSTO
4083,"FEQ6594   ",2025-07-18 00:00:00.000,4316477,SABRINA
4084,"OQL6356   ",2025-11-25 00:00:00.000,3142106,LUCAS
4085,"ZSX6317   ",2023-09-15 00:00:00.000,2103505,BRENO
4086,"CBJ4948   ",2024-11-23 00:00:00.000,2500106,ENRICO
4087,"HAE1745   ",2023-08-13 00:00:00.000,2208502,MANUELA
4088,"DCI2069   ",2024-07-30 00:00:00.000,3527801,MAITÊ
4089,"RGB6406   ",2026-09-13 00:00:00.000,2100154,JOANA
4090,"KJL0871   ",2026-02-23 00:00:00.000,2202539,RENAN
4091,"WOF7178   ",2026-09-23 00:00:00.000,4208807,LETÍCIA
4092,"HIS9142   ",2026-09-12 00:00:00.000,2111672,CAROLINA
4093,"SBS3286   ",2023-11-11 00:00:00.000,4107801,MILENA
4094,"ACD5811   ",2025-07-22 00:00:00.000,2200277,JOÃO
4095,"VCN6079   ",2025-12-29 00:00:00.000,5108105,MARIA
4096,"HYM5880   ",2024-06-09 00:00:00.000,3139102,EDUARDA
4097,"XLR3697   ",2025-11-23 00:00:00.000,2920007,THEO
4098,"DVP2507   ",2026-06-12 00:00:00.000,2803500,BRUNA
4099,"UEB2335   ",2025-05-26 00:00:00.000,3170503,LUIZ
4100,"LJL8265   ",2026-01-23 00:00:00.000,2104404,ANTÔNIO
4101,"NZY3793   ",2024-06-18 00:00:00.000,3503158,VICENTE
4102,"ICC4190   ",2026-12-08 00:00:00.000,1704600,GABRIEL
4103,"YYB4152   ",2024-06-23 00:00:00.000,5214606,DIEGO
4104,"CEU7657   ",2026-06-01 00:00:00.000,3128006,MARIA
4105,"SPG8785   ",2023-06-04 00:00:00.000,2109502,MELISSA
4106,"RBW0153   ",2026-11-10 00:00:00.000,2305654,JOÃO
4107,"OQK9804   ",2024-01-02 00:00:00.000,3547502,THALES
4108,"UJE2702   ",2025-01-04 00:00:00.000,4312377,FERNANDA
4109,"CRZ1699   ",2025-04-27 00:00:00.000,3530409,KEVIN
4110,"HEB4187   ",2026-03-03 00:00:00.000,3548005,CARLOS
4111,"VBO1686   ",2023-10-20 00:00:00.000,3104304,RODRIGO
4112,"JEY3979   ",2025-12-03 00:00:00.000,4312005,THIAGO
4113,"PRT7222   ",2024-04-08 00:00:00.000,5000708,JOAQUIM
4114,"EJI6651   ",2026-06-24 00:00:00.000,3130903,HELOÍSA
4115,"QQU4253   ",2025-08-24 00:00:00.000,1716653,ENRICO
4116,"CYQ8232   ",2025-06-22 00:00:00.000,4104808,ANA
4117,"FRE9104   ",2024-08-04 00:00:00.000,4213153,YAGO
4118,"DXX9335   ",2025-05-18 00:00:00.000,4313466,THIAGO
4119,"LLH3685   ",2026-11-25 00:00:00.000,5108600,BENÍCIO
4120,"TVW6984   ",2023-11-29 00:00:00.000,4300851,THEO
4121,"ZZH8212   ",2025-01-10 00:00:00.000,2611903,LARA
4122,"VXX4880   ",2025-10-25 00:00:00.000,2512747,JOÃO
4123,"TUD4604   ",2024-05-06 00:00:00.000,3118403,BENJAMIN
4124,"ONK3552   ",2024-11-13 00:00:00.000,5204557,BÁRBARA
4125,"NAD0379   ",2024-02-22 00:00:00.000,3162500,LUIZ
4126,"ZWP1665   ",2024-10-13 00:00:00.000,3525003,ANA
4127,"KAI8728   ",2025-12-16 00:00:00.000,2407807,MARIA
4128,"BOP6685   ",2025-01-20 00:00:00.000,3144706,LORENA
4129,"RPO3721   ",2024-06-11 00:00:00.000,2313955,LÍVIA
4130,"HAE4959   ",2024-02-26 00:00:00.000,3517406,GABRIELA
4131,"JLV1339   ",2026-03-15 00:00:00.000,2112274,BÁRBARA
4132,"MEG6633   ",2025-03-11 00:00:00.000,4101655,MARIA
4133,"AOR1884   ",2023-04-09 00:00:00.000,1507805,STELLA
4134,"EWE1951   ",2023-06-14 00:00:00.000,3510807,STEPHANY
4135,"VBK1772   ",2025-03-19 00:00:00.000,3163409,LUCAS
4136,"RKJ2370   ",2023-09-17 00:00:00.000,2414456,CLARICE
4137,"ZWO7736   ",2026-12-14 00:00:00.000,3107802,BRYAN
4138,"LPU2109   ",2025-07-24 00:00:00.000,4314035,DAVI
4139,"QDW5218   ",2023-04-25 00:00:00.000,4314050,MARINA
4140,"QRT0249   ",2026-01-28 00:00:00.000,3117108,LARISSA
4141,"WIF4942   ",2025-06-09 00:00:00.000,4219853,SOPHIA
4142,"HAL7072   ",2025-09-27 00:00:00.000,4121109,JÚLIA
4143,"MSI5437   ",2023-11-24 00:00:00.000,2107100,JOÃO
4144,"RMA2508   ",2026-02-09 00:00:00.000,2603306,BRUNA
4145,"KOD6100   ",2024-12-03 00:00:00.000,2106003,BENJAMIN
4146,"VIC3269   ",2026-02-04 00:00:00.000,4104501,MARIA
4147,"THR3293   ",2023-10-25 00:00:00.000,3537404,JOAQUIM
4148,"XOD5514   ",2023-07-20 00:00:00.000,3171154,LUCAS
4149,"NKY8365   ",2025-11-17 00:00:00.000,4118857,LUIZ
4150,"EGB1313   ",2026-04-14 00:00:00.000,2918357,LUIZ
4151,"FNX7630   ",2026-12-30 00:00:00.000,2924504,BRYAN
4152,"SMW2062   ",2025-02-06 00:00:00.000,4204251,LUIZ
4153,"FFG9506   ",2025-10-15 00:00:00.000,2210300,ENZO
4154,"GZH6723   ",2025-03-01 00:00:00.000,2110104,CAROLINE
4155,"FPT0424   ",2025-10-12 00:00:00.000,1504406,ALEXIA
4156,"GXC9388   ",2026-12-07 00:00:00.000,1708254,LAÍS
4157,"XZF8108   ",2026-03-19 00:00:00.000,3163300,STELLA
4158,"AUK2652   ",2024-12-19 00:00:00.000,3150802,AGATHA
4159,"BCK5481   ",2024-05-30 00:00:00.000,4308904,JOÃO
4160,"PGN4322   ",2023-12-30 00:00:00.000,3168002,LUIGI
4161,"EJK5771   ",2026-08-27 00:00:00.000,2932507,MARCELA
4162,"YLP6291   ",2024-01-07 00:00:00.000,1701051,AGATHA
4163,"NLM6169   ",2025-09-30 00:00:00.000,4213708,ISADORA
4164,"ACU4001   ",2024-04-03 00:00:00.000,2614105,PIETRO
4165,"ZUV8310   ",2023-09-01 00:00:00.000,3509601,ALANA
4166,"BNS5047   ",2024-01-27 00:00:00.000,2201150,LÍVIA
4167,"WAK6331   ",2023-06-07 00:00:00.000,2401107,MAYSA
4168,"SUE6189   ",2026-08-21 00:00:00.000,4113700,PEDRO
4169,"WJT3247   ",2023-11-27 00:00:00.000,3111804,ALEXIA
4170,"EMY4431   ",2023-08-31 00:00:00.000,2611200,GABRIELA
4171,"DZF3187   ",2023-06-28 00:00:00.000,2105708,PAULO
4172,"BTX9459   ",2025-05-28 00:00:00.000,2103208,MATHEUS
4173,"ODP1281   ",2023-08-11 00:00:00.000,2702900,RAFAELA
4174,"UVV7580   ",2026-11-13 00:00:00.000,2515500,ALICE
4175,"TCG2143   ",2023-11-28 00:00:00.000,3203502,ANA
4176,"KMS5967   ",2026-11-11 00:00:00.000,3145703,LUIZ
4177,"AHT5403   ",2025-11-19 00:00:00.000,2509339,PEDRO
4178,"XJE7943   ",2026-12-18 00:00:00.000,4314308,MARINA
4179,"VXE4033   ",2024-12-26 00:00:00.000,4318200,CARLOS
4180,"OZB5262   ",2026-04-17 00:00:00.000,3105509,JULIA
4181,"NZZ0843   ",2026-11-21 00:00:00.000,2928505,LUIZA
4182,"ZLQ0968   ",2025-06-20 00:00:00.000,2109452,CAMILA
4183,"JIJ9728   ",2023-06-02 00:00:00.000,3527108,ANA
4184,"RKW2810   ",2026-09-21 00:00:00.000,2804003,ANA
4185,"BEC0482   ",2025-04-29 00:00:00.000,3157807,SOFIA
4186,"LIQ8986   ",2023-08-23 00:00:00.000,2923357,THEO
4187,"MDI4083   ",2024-12-26 00:00:00.000,4212403,AGATHA
4188,"ZHV6589   ",2026-12-06 00:00:00.000,4304200,CECÍLIA
4189,"WLB9463   ",2023-11-20 00:00:00.000,5208152,FERNANDO
4190,"HSF8815   ",2026-04-27 00:00:00.000,2412708,LUIZ
4191,"QNY6304   ",2026-12-06 00:00:00.000,2701902,NINA
4192,"NXZ0924   ",2026-01-30 00:00:00.000,3520202,BENÍCIO
4193,"ULZ6242   ",2023-10-17 00:00:00.000,2807105,LUCAS
4194,"ZPA6133   ",2024-12-10 00:00:00.000,3114105,PEDRO
4195,"XWA7616   ",2026-04-10 00:00:00.000,2414308,HELENA
4196,"TPH4310   ",2025-02-23 00:00:00.000,4321469,ANDRÉ
4197,"UEK8275   ",2024-11-27 00:00:00.000,4121802,DANILO
4198,"RAP4294   ",2026-05-30 00:00:00.000,3542503,NICOLAS
4199,"GOP2893   ",2025-01-25 00:00:00.000,2210409,VINICIUS
4200,"MRF0265   ",2026-02-18 00:00:00.000,4317103,VITOR
4201,"OLD6991   ",2024-02-08 00:00:00.000,3124203,NICOLAS
4202,"DMW7136   ",2026-04-05 00:00:00.000,4119707,ANTÔNIO
4203,"ZVI3631   ",2025-05-22 00:00:00.000,4113429,LUCAS
4204,"TNN5352   ",2026-12-13 00:00:00.000,2408706,JULIA
4205,"XBA2844   ",2023-10-13 00:00:00.000,3161106,LUIZA
4206,"ARW5532   ",2026-01-01 00:00:00.000,2309003,LUIZ
4207,"MYV8481   ",2024-10-04 00:00:00.000,2925402,ESTHER
4208,"XHJ4829   ",2023-11-25 00:00:00.000,3105509,MARIA
4209,"IXQ2597   ",2026-11-19 00:00:00.000,5107404,DAVI
4210,"CNS3481   ",2023-05-13 00:00:00.000,2607901,MARCELA
4211,"FLX1281   ",2026-03-31 00:00:00.000,2302800,JOÃO
4212,"WQN9556   ",2024-05-19 00:00:00.000,2608107,VITOR
4213,"RIZ3049   ",2026-05-26 00:00:00.000,1504505,ANA
4214,"GZC6336   ",2026-07-02 00:00:00.000,3168606,CECÍLIA
4215,"IOZ1632   ",2024-03-09 00:00:00.000,3135050,HENRIQUE
4216,"TSJ6539   ",2026-11-27 00:00:00.000,3522109,JOÃO
4217,"EDO6716   ",2025-09-03 00:00:00.000,4302253,ISADORA
4218,"LAS1479   ",2025-12-15 00:00:00.000,2101772,CAROLINA
4219,"GYW8792   ",2025-05-17 00:00:00.000,3201803,MARIA
4220,"ZAD6051   ",2023-11-30 00:00:00.000,3204559,THEO
4221,"DIN4296   ",2024-05-24 00:00:00.000,3131406,VALENTINA
4222,"JJD3567   ",2023-04-03 00:00:00.000,2806602,ANA
4223,"OLF2398   ",2025-05-25 00:00:00.000,4312658,JULIA
4224,"VRW7011   ",2026-02-16 00:00:00.000,3529609,PIETRO
4225,"LCQ5743   ",2024-05-01 00:00:00.000,3111408,EMANUELLY
4226,"PNK8613   ",2024-05-08 00:00:00.000,4109500,DANILO
4227,"YDV0239   ",2024-12-25 00:00:00.000,2202711,LUIZ
4228,"TWK6082   ",2024-04-12 00:00:00.000,3160009,CAROLINE
4229,"AWH0605   ",2026-09-29 00:00:00.000,2511301,SARAH
4230,"MGI0643   ",2025-01-24 00:00:00.000,2202091,STELLA
4231,"XBW9930   ",2024-06-19 00:00:00.000,3159902,LARISSA
4232,"DBR2152   ",2023-08-10 00:00:00.000,4308508,ANA
4233,"JIW7142   ",2025-03-10 00:00:00.000,2101806,MARCELA
4234,"ZPX8639   ",2024-10-20 00:00:00.000,3123502,BRUNA
4235,"PGC6080   ",2025-04-17 00:00:00.000,3168200,ISADORA
4236,"QXX7266   ",2024-09-16 00:00:00.000,3125200,SOFIA
4237,"QND5809   ",2025-07-29 00:00:00.000,5214606,LUANA
4238,"BRV9183   ",2026-07-24 00:00:00.000,1700400,EMANUELLY
4239,"UOC6712   ",2026-09-04 00:00:00.000,3533502,ANDRÉ
4240,"GYH0514   ",2024-11-12 00:00:00.000,3553401,LEANDRO
4241,"FEC9333   ",2025-02-03 00:00:00.000,2500403,ENRICO
4242,"KHP0224   ",2024-11-24 00:00:00.000,4106852,LUCCA
4243,"CVS3645   ",2024-11-01 00:00:00.000,2610608,JULIA
4244,"WHN5383   ",2026-08-25 00:00:00.000,2203420,FRANCISCO
4245,"REJ8182   ",2026-06-07 00:00:00.000,2514552,JOÃO
4246,"YMK3347   ",2025-07-20 00:00:00.000,2509370,MARIA
4247,"QWW8642   ",2024-01-12 00:00:00.000,4108403,DAVI
4248,"TTE1176   ",2025-12-25 00:00:00.000,4211009,MARIA
4249,"RGY1562   ",2025-04-13 00:00:00.000,2503506,NOAH
4250,"QVH1525   ",2026-06-16 00:00:00.000,2301604,CAUÊ
4251,"XWH3467   ",2026-08-28 00:00:00.000,3146206,MIGUEL
4252,"RKM2745   ",2024-10-08 00:00:00.000,2306306,ALEXIA
4253,"MTX6813   ",2025-12-24 00:00:00.000,3555406,RAUL
4254,"FAQ3683   ",2026-07-10 00:00:00.000,4311429,OTÁVIO
4255,"VGW2812   ",2025-03-04 00:00:00.000,2202075,GUILHERME
4256,"CGP4690   ",2025-05-17 00:00:00.000,2615102,LUIZ
4257,"GZD9680   ",2026-06-26 00:00:00.000,3168606,DAVI
4258,"MAE9328   ",2023-07-09 00:00:00.000,2500700,AUGUSTO
4259,"RTE7214   ",2025-05-22 00:00:00.000,2516300,REBECA
4260,"AIU4859   ",2023-12-08 00:00:00.000,2921807,LETÍCIA
4261,"OVZ8060   ",2025-10-24 00:00:00.000,3522653,JOÃO
4262,"NQG4478   ",2025-09-15 00:00:00.000,2211100,BRENO
4263,"DFD7368   ",2026-11-19 00:00:00.000,4107256,LEONARDO
4264,"HZD6622   ",2024-04-09 00:00:00.000,5214838,MARIA
4265,"LCR2367   ",2025-10-17 00:00:00.000,4323754,CLARA
4266,"CXZ8313   ",2024-07-25 00:00:00.000,4127502,MILENA
4267,"YUO8147   ",2023-06-22 00:00:00.000,5102850,GABRIELA
4268,"TNB2450   ",2026-07-16 00:00:00.000,3148004,CAROLINA
4269,"ADB3624   ",2023-09-07 00:00:00.000,1302801,ANA
4270,"PCR9715   ",2023-08-08 00:00:00.000,4300059,PEDRO
4271,"SUJ9858   ",2026-03-13 00:00:00.000,1504422,ARTHUR
4272,"OIJ6650   ",2024-07-06 00:00:00.000,2206902,VINICIUS
4273,"BWD6436   ",2026-10-09 00:00:00.000,2922409,BENÍCIO
4274,"QTA0756   ",2024-04-18 00:00:00.000,4301008,LUIZ
4275,"DHC3481   ",2025-11-30 00:00:00.000,2505006,FERNANDO
4276,"ATL1130   ",2025-05-12 00:00:00.000,2205276,RYAN
4277,"NWP3714   ",2025-09-16 00:00:00.000,2705705,DAVI
4278,"YDW2780   ",2024-09-23 00:00:00.000,2105005,ISIS
4279,"RAK2760   ",2025-09-30 00:00:00.000,4120507,YURI
4280,"APE2531   ",2025-01-05 00:00:00.000,3170404,ISABEL
4281,"UXY1227   ",2025-01-15 00:00:00.000,4125407,AUGUSTO
4282,"YOV9539   ",2025-04-09 00:00:00.000,4201257,REBECA
4283,"IWZ9153   ",2026-05-17 00:00:00.000,4113502,ALEXANDRE
4284,"NDS9440   ",2025-01-24 00:00:00.000,5203962,PEDRO
4285,"YXG4036   ",2026-06-21 00:00:00.000,3512605,CAROLINA
4286,"EMQ4424   ",2023-11-30 00:00:00.000,2906006,BIANCA
4287,"PZU0314   ",2025-04-05 00:00:00.000,2601706,CAMILA
4288,"HRE5779   ",2024-08-28 00:00:00.000,3543105,LUCAS
4289,"LRM8129   ",2023-07-30 00:00:00.000,3168051,PEDRO
4290,"EEX6282   ",2026-04-21 00:00:00.000,1300839,IAN
4291,"ZZJ9388   ",2025-04-14 00:00:00.000,5200555,LUIZ
4292,"KDL1052   ",2025-09-17 00:00:00.000,4303673,GIOVANNA
4293,"IYP4481   ",2026-06-06 00:00:00.000,4316006,LUCAS
4294,"VTZ9884   ",2024-10-21 00:00:00.000,4204558,ALEXIA
4295,"BQK0200   ",2024-05-28 00:00:00.000,3168200,JULIANA
4296,"UWQ4771   ",2024-10-19 00:00:00.000,4312427,ALEXANDRE
4297,"IXU6020   ",2026-09-24 00:00:00.000,4323705,SOFIA
4298,"UNU5737   ",2025-07-24 00:00:00.000,4119301,LEANDRO
4299,"GKO0708   ",2026-08-31 00:00:00.000,3200359,JOÃO
4300,"SLU4576   ",2023-08-18 00:00:00.000,4123204,YURI
4301,"IDJ5049   ",2025-11-27 00:00:00.000,4306767,CAROLINA
4302,"PEY3219   ",2025-05-01 00:00:00.000,3152709,LETÍCIA
4303,"GTF5267   ",2023-11-14 00:00:00.000,2302800,EMANUELLA
4304,"GOE0807   ",2026-02-25 00:00:00.000,3162005,DANILO
4305,"DXU8268   ",2026-11-01 00:00:00.000,5006259,MIRELLA
4306,"ZTR9291   ",2024-12-21 00:00:00.000,4305355,LORENA
4307,"UXO6523   ",2024-01-13 00:00:00.000,3513207,RODRIGO
4308,"EPA7969   ",2024-08-10 00:00:00.000,4219853,CAROLINE
4309,"QZN5648   ",2025-12-21 00:00:00.000,3103702,MARCELA
4310,"XKO7470   ",2025-11-06 00:00:00.000,3116704,OTÁVIO
4311,"YZB5592   ",2024-07-15 00:00:00.000,1707553,SOPHIA
4312,"CDL4301   ",2025-08-21 00:00:00.000,4215554,ANA
4313,"AKA4155   ",2024-12-31 00:00:00.000,3304706,THALES
4314,"HTJ4894   ",2026-06-12 00:00:00.000,2916906,LORENA
4315,"JON9024   ",2025-05-10 00:00:00.000,5211800,CLARICE
4316,"JLS3674   ",2024-03-23 00:00:00.000,4103305,VINICIUS
4317,"EHF5397   ",2026-10-23 00:00:00.000,1707009,CAROLINA
4318,"JGM4878   ",2024-07-21 00:00:00.000,5003108,LETÍCIA
4319,"FJZ7877   ",2026-03-05 00:00:00.000,3110509,LORENZO
4320,"IIA0255   ",2025-10-25 00:00:00.000,2309805,CAUÊ
4321,"UOG0790   ",2025-07-14 00:00:00.000,4320206,THIAGO
4322,"TQL8533   ",2023-07-15 00:00:00.000,2210383,VALENTINA
4323,"LVF7643   ",2024-07-14 00:00:00.000,2610301,OTÁVIO
4324,"CND8739   ",2024-01-18 00:00:00.000,2307106,DAVI
4325,"ATU4463   ",2023-05-28 00:00:00.000,2302057,ANA
4326,"HRV8632   ",2023-12-28 00:00:00.000,2511905,CAIO
4327,"LQQ3466   ",2024-05-27 00:00:00.000,2912608,CAROLINE
4328,"PZR4316   ",2025-01-01 00:00:00.000,4320263,ANA
4329,"YAR1596   ",2025-08-13 00:00:00.000,3105608,BRENO
4330,"ZXG2211   ",2025-02-12 00:00:00.000,3544301,ELISA
4331,"LCE2470   ",2024-01-20 00:00:00.000,3111150,JOÃO
4332,"ATR9863   ",2025-07-15 00:00:00.000,4314902,YAGO
4333,"XWE2521   ",2024-02-06 00:00:00.000,3157336,IGOR
4334,"FVC9180   ",2024-05-16 00:00:00.000,4101150,MARIA
4335,"ZGO4581   ",2025-04-12 00:00:00.000,1502954,OTÁVIO
4336,"RDQ6857   ",2025-02-02 00:00:00.000,4219176,ANDRÉ
4337,"ADU4991   ",2024-11-25 00:00:00.000,2313252,JOÃO
4338,"RVA7517   ",2023-05-28 00:00:00.000,2103604,MARCELA
4339,"ZAT0853   ",2023-04-28 00:00:00.000,2931004,EMANUELLY
4340,"WAV5406   ",2023-11-09 00:00:00.000,3521507,VITÓRIA
4341,"QPE1522   ",2023-06-26 00:00:00.000,4219101,PIETRO
4342,"OYE3550   ",2026-07-07 00:00:00.000,1505809,LETÍCIA
4343,"LCM0069   ",2025-09-30 00:00:00.000,5212956,LAÍS
4344,"IFI6267   ",2023-07-18 00:00:00.000,4311981,IGOR
4345,"JWS8591   ",2025-10-01 00:00:00.000,3511607,RAFAELA
4346,"MKS0750   ",2025-05-17 00:00:00.000,2610509,SABRINA
4347,"VHX8487   ",2024-10-21 00:00:00.000,2504900,LUANA
4348,"SHU9266   ",2024-05-04 00:00:00.000,3163300,NOAH
4349,"WVA7648   ",2025-01-21 00:00:00.000,3133600,MARIA
4350,"WRS7870   ",2024-12-16 00:00:00.000,5210802,MARIA
4351,"SEJ0390   ",2026-06-23 00:00:00.000,3522604,ISABEL
4352,"ZTV6500   ",2023-12-20 00:00:00.000,4318804,CECÍLIA
4353,"EDB4891   ",2023-05-05 00:00:00.000,3151206,FELIPE
4354,"LFG2812   ",2026-12-05 00:00:00.000,2914703,NATÁLIA
4355,"GNK4034   ",2025-03-23 00:00:00.000,2208106,SOPHIA
4356,"KKG6935   ",2024-12-02 00:00:00.000,4317806,JOAQUIM
4357,"FJG7086   ",2026-10-01 00:00:00.000,1200385,LUNA
4358,"NMN3687   ",2026-06-27 00:00:00.000,5106182,LARA
4359,"EIV4362   ",2026-12-17 00:00:00.000,1301001,DAVI
4360,"BZH6906   ",2025-08-13 00:00:00.000,4218707,CAIO
4361,"WXA0310   ",2026-03-04 00:00:00.000,2409704,ALANA
4362,"YHQ9538   ",2023-12-09 00:00:00.000,3158953,JOÃO
4363,"BPJ4250   ",2025-02-14 00:00:00.000,3545100,BENÍCIO
4364,"SFS3132   ",2025-02-02 00:00:00.000,3201902,MARIA
4365,"HWN1431   ",2025-07-30 00:00:00.000,3146701,PIETRA
4366,"ELQ7950   ",2025-12-01 00:00:00.000,3163706,NINA
4367,"CTS9496   ",2025-04-09 00:00:00.000,1718303,DAVI
4368,"HUY3476   ",2025-04-24 00:00:00.000,2700706,LEANDRO
4369,"WWT3962   ",2024-07-03 00:00:00.000,4125001,LETÍCIA
4370,"TFC8639   ",2026-07-29 00:00:00.000,2510907,FELIPE
4371,"BAW3869   ",2025-10-29 00:00:00.000,3118502,ANA
4372,"JLA9768   ",2025-04-16 00:00:00.000,4303558,CALEBE
4373,"TYC6743   ",2023-10-26 00:00:00.000,4104451,JOÃO
4374,"UYT3154   ",2023-06-29 00:00:00.000,3521705,LUIZ
4375,"DWG8804   ",2026-03-09 00:00:00.000,3146255,CAUÃ
4376,"AUH2491   ",2024-09-02 00:00:00.000,4302006,LUCAS
4377,"LNL0817   ",2025-02-13 00:00:00.000,2202851,CLARA
4378,"KLB3659   ",2024-11-19 00:00:00.000,1500206,VITOR
4379,"DAW1081   ",2023-12-23 00:00:00.000,2311900,FRANCISCO
4380,"LCH4340   ",2026-08-02 00:00:00.000,2200905,GUILHERME
4381,"ICU3611   ",2025-09-28 00:00:00.000,2607307,STEPHANY
4382,"EMS5079   ",2024-08-21 00:00:00.000,2310902,MARIA
4383,"HFR6190   ",2025-01-06 00:00:00.000,2109304,THIAGO
4384,"YLK6311   ",2025-04-26 00:00:00.000,1721109,KEVIN
4385,"NNW4303   ",2025-02-01 00:00:00.000,4205159,LUCAS
4386,"SUT7081   ",2023-04-06 00:00:00.000,2205573,EMANUEL
4387,"SCP8226   ",2023-12-28 00:00:00.000,2409803,VITOR
4388,"KZC3811   ",2024-09-27 00:00:00.000,3507159,EDUARDO
4389,"YDR5949   ",2023-11-06 00:00:00.000,3547700,ISABELLA
4390,"KGL7879   ",2026-05-15 00:00:00.000,4313086,OLIVIA
4391,"THK3529   ",2025-07-15 00:00:00.000,3127305,RODRIGO
4392,"CIU7607   ",2024-09-06 00:00:00.000,2107605,SOPHIE
4393,"PRK0358   ",2024-07-16 00:00:00.000,2412500,SARAH
4394,"LCC0094   ",2026-07-14 00:00:00.000,3300456,EMANUELLA
4395,"OMQ6792   ",2024-05-06 00:00:00.000,4115606,BRENO
4396,"STW6337   ",2023-07-14 00:00:00.000,3151701,GABRIELLY
4397,"JWB1108   ",2026-11-21 00:00:00.000,2514800,ANTÔNIO
4398,"VAR0634   ",2026-08-13 00:00:00.000,3552551,DIOGO
4399,"IYM9522   ",2026-05-31 00:00:00.000,3539301,JULIA
4400,"HAI3921   ",2026-08-09 00:00:00.000,1701002,EMILLY
4401,"TAJ7001   ",2024-07-28 00:00:00.000,2202059,AGATHA
4402,"PTU7149   ",2026-11-19 00:00:00.000,4316428,MARCOS
4403,"AAY1641   ",2023-04-30 00:00:00.000,2511103,OTÁVIO
4404,"QSD4682   ",2026-09-13 00:00:00.000,2514701,ALÍCIA
4405,"EMU4299   ",2023-10-29 00:00:00.000,4302808,CATARINA
4406,"GZY9498   ",2025-03-24 00:00:00.000,4311981,IGOR
4407,"QLY4983   ",2026-04-25 00:00:00.000,3512803,EMILLY
4408,"MKI8659   ",2026-04-15 00:00:00.000,2503555,PIETRA
4409,"YMP5485   ",2025-01-02 00:00:00.000,2200301,LÍVIA
4410,"RQU1388   ",2024-09-14 00:00:00.000,4215554,LUANA
4411,"UML1875   ",2024-12-01 00:00:00.000,3151701,CECÍLIA
4412,"LBO6153   ",2026-10-06 00:00:00.000,4310579,LUCCA
4413,"RLC7674   ",2025-05-21 00:00:00.000,2503753,RAFAEL
4414,"JTN1090   ",2026-04-28 00:00:00.000,4212304,MARIA
4415,"NFE3297   ",2025-12-05 00:00:00.000,4121000,JOÃO
4416,"IXZ7848   ",2025-03-30 00:00:00.000,3127008,MARIANE
4417,"DMI4423   ",2026-11-05 00:00:00.000,3146107,RAUL
4418,"JVS1556   ",2026-01-03 00:00:00.000,2906808,AMANDA
4419,"BWM7492   ",2024-01-03 00:00:00.000,2704708,ANA
4420,"RSY2702   ",2023-05-26 00:00:00.000,3523800,PIETRO
4421,"EDV5985   ",2024-07-02 00:00:00.000,5205471,CATARINA
4422,"LDT0686   ",2024-01-23 00:00:00.000,2210904,ANTÔNIO
4423,"YBM0903   ",2024-03-05 00:00:00.000,3141900,PEDRO
4424,"WBT3067   ",2025-07-23 00:00:00.000,4204251,MARIA
4425,"IVW2283   ",2025-12-22 00:00:00.000,1718907,ANA
4426,"DGH5632   ",2025-08-28 00:00:00.000,4204905,CLARICE
4427,"JVH7249   ",2023-10-21 00:00:00.000,5102694,LUNA
4428,"VVO7645   ",2024-07-02 00:00:00.000,4300034,EMANUELLA
4429,"DZB1002   ",2024-04-21 00:00:00.000,2400406,GUILHERME
4430,"PTL0123   ",2024-02-10 00:00:00.000,3117504,LUIZ
4431,"ZEB3901   ",2026-04-12 00:00:00.000,2704500,LAÍS
4432,"UYS2388   ",2026-12-23 00:00:00.000,2505402,DIEGO
4433,"REE7348   ",2026-05-01 00:00:00.000,3108404,ALICE
4434,"ETS5783   ",2026-03-05 00:00:00.000,2513208,MELISSA
